review_name,review_type,passenger_name,review_date,review_text,rating_value,textblob_label,vader_label,keyword_label,hybrid_sentiment,review_classification,label_agreement_level,source,confidence_score
Unknown,General,Anonymous,,"8. ""Airline E's cabin crew was attentive and professional. The plane interior looked a bit outdated, but it was clean.""",,,,,,Neutral,Generated,synthetic,0.33
Unknown,General,Anonymous,,20. Flew with Airline Q recently. The boarding process was smooth and the in-flight entertainment was decent.,,,,,,Neutral,Generated,synthetic,0.18399999999999997
Unknown,General,Anonymous,,2. Airline Y offered a comfortable flight but could use some updates on their in-flight entertainment system.,,,,,,Positive,Generated,synthetic,0.528
Unknown,General,Anonymous,,"17. ""The flight crew of Airline Q was courteous. The flight departed on time, but the legroom was limited.""",,,,,,Positive,Generated,synthetic,0.792
Unknown,General,Anonymous,,"13. ""Airline J provided a typical flying experience. The food was standard and the in-flight entertainment was satisfactory.""",,,,,,Neutral,Generated,synthetic,0.6
Unknown,General,Anonymous,,"12. My experience with Singapore Airlines was typical. The cabin crew was polite and the plane was clean, but the food was just average.",,,,,,Neutral,Generated,synthetic,0.6
Unknown,General,Anonymous,,"13. I had an average experience with Cathay Pacific. The crew was polite, and the in-flight entertainment was decent.",,,,,,Neutral,Generated,synthetic,0.6
Unknown,General,Anonymous,,10. The staff on Airline G was courteous. The airplane itself was a bit outdated but the flight went smoothly.,,,,,,Positive,Generated,synthetic,0.792
Unknown,General,Anonymous,,"8. ""The flight with Southwest Airlines was okay. The check-in process was smooth and the flight departed on time.""",,,,,,Positive,Generated,synthetic,0.66
Unknown,General,Anonymous,,"12. ""Airline I's flight was on schedule with no major issues. The seats were a bit stiff and uncomfortable.""",,,,,,Negative,Generated,synthetic,0.2982142857142857
Unknown,General,Anonymous,,"14. ""Air New Zealand's service was adequate. The seats were comfortable enough for a long-haul flight. The food was standard.""",,,,,,Neutral,Generated,synthetic,0.287
Unknown,General,Anonymous,,"2. ""Qantas was reliable with on-time departures and arrivals. The in-flight entertainment could be updated, though.""",,,,,,Negative,Generated,synthetic,0.6
Unknown,General,Anonymous,,"3. ""Airline Z offered a smooth check-in process. The flight departed on time, but the in-flight entertainment was limited.""",,,,,,Neutral,Generated,synthetic,0.528
Unknown,General,Anonymous,,14. My trip on Air France was typical. The flight was on time and the crew was friendly.,,,,,,Neutral,Generated,synthetic,0.123
Unknown,General,Anonymous,,6. The legroom in Airline C's economy class is average but the meal options are quite diverse.,,,,,,Negative,Generated,synthetic,0.108
Unknown,General,Anonymous,,"17. ""Airline N's service was standard, with a smooth check-in and on-time departure. The inflight entertainment was quite limited.""",,,,,,Neutral,Generated,synthetic,0.12685714285714286
Unknown,General,Anonymous,,18. Airline R's economy seating was a bit tight but manageable for a short flight. The flight departed and landed on time.,,,,,,Neutral,Generated,synthetic,0.06428571428571428
Unknown,General,Anonymous,,"9. Air Canada's flight was typical. Seats were comfortable enough, and the in-flight entertainment was reasonably good.",,,,,,Neutral,Generated,synthetic,0.16799999999999998
Unknown,General,Anonymous,,"11. Cathay Pacific: The flight was on time and the staff was polite, but the food was just average.",,,,,,Negative,Generated,synthetic,0.108
Unknown,General,Anonymous,,"19. ""Cathay Pacific provided a decent service. The in-flight entertainment was good, but the meals were just average.""",,,,,,Neutral,Generated,synthetic,0.17199999999999996
Unknown,General,Anonymous,,"10. I had an average experience with Airline G. The cabin was clean, and the staff was courteous.",,,,,,Neutral,Generated,synthetic,0.19599999999999995
Unknown,General,Anonymous,,"19. My flight with Airline S was generally good. The boarding process was efficient, but the in-flight entertainment options were limited.",,,,,,Positive,Generated,synthetic,0.9239999999999999
Unknown,General,Anonymous,,"19. The Spirit Airlines flight was standard, with regular in-flight service. The seats were a bit narrow but the flight arrived on time.",,,,,,Neutral,Generated,synthetic,0.6
Unknown,General,Anonymous,,"5. Lufthansa's service was efficient. The boarding was timely, but the in-flight entertainment options were somewhat limited.",,,,,,Negative,Generated,synthetic,0.6
Unknown,General,Anonymous,,"8. I flew with Emirates, the food was okay and the cabin crew was professional, but the boarding process took a bit longer than expected.",,,,,,Neutral,Generated,synthetic,0.11999999999999998
Unknown,General,Anonymous,,"13. Turkish Airlines provided an okay service, the flight was smooth but the food could have been better.",,,,,,Positive,Generated,synthetic,0.616
Unknown,General,Anonymous,,"3. ""Airline Z offered a smooth check-in process. The flight was a bit delayed, but overall it was okay.""",,,,,,Neutral,Generated,synthetic,0.528
Unknown,General,Anonymous,,"17. ""Turkish Airlines provided a smooth flight from Istanbul to New York. The seats were comfortable, but the food was average.""",,,,,,Neutral,Generated,synthetic,0.35400000000000004
Unknown,General,Anonymous,,5. Delta Airlines provided a typical flying experience. The cabin was clean and the flight staff was attentive.,,,,,,Neutral,Generated,synthetic,0.14400000000000002
Unknown,General,Anonymous,,"5. My Qantas flight was acceptable. The aircraft was a bit older, but the crew made the journey pleasant enough.",,,,,,Neutral,Generated,synthetic,0.264
Unknown,General,Anonymous,,"14. ""The flight with Turkish Airlines was smooth and on time. The meals were typical airline food, nothing exceptional.""",,,,,,Neutral,Generated,synthetic,0.528
Unknown,General,Anonymous,,"15. The flight with Airline L was decent. The check-in process was smooth, but the in-flight entertainment options were limited.",,,,,,Neutral,Generated,synthetic,0.16685714285714284
Unknown,General,Anonymous,,13. Flew with United Airlines from Chicago to Los Angeles. The seats were average and the flight was on time.,,,,,,Negative,Generated,synthetic,0.108
Unknown,General,Anonymous,,"8. The flight with Airline H was satisfactory. The in-flight meal options were average, but the staff was attentive.",,,,,,Neutral,Generated,synthetic,0.09
Unknown,General,Anonymous,,"6. ""Delta provided a decent service. The flight departed on time and the cabin was tidy.""",,,,,,Neutral,Generated,synthetic,0.27599999999999997
Unknown,General,Anonymous,,"20. EasyJet's service was okay, the flight was on time but the legroom was a bit cramped.",,,,,,Positive,Generated,synthetic,0.66
Unknown,General,Anonymous,,"8. ""Emirates' cabin was well-maintained and clean. The in-flight service was good, although the food was somewhat uninspiring.""",,,,,,Neutral,Generated,synthetic,0.48400000000000004
Unknown,General,Anonymous,,"9. ""The flight with Ryanair was standard. There were no frills, but the flight was on time and the check-in process was efficient.""",,,,,,Neutral,Generated,synthetic,0.6
Unknown,General,Anonymous,,"6. Airline C's food was edible and the portion size was acceptable, but the choice was limited.",,,,,,Neutral,Generated,synthetic,0.6
Unknown,General,Anonymous,,"20. ""The service on Aeroflot is fairly standard. The cabin crew was professional and the flight left on time.""",,,,,,Neutral,Generated,synthetic,0.6
Unknown,General,Anonymous,,"16. ""Airline M's staff were polite and the flight was comfortable. However, the in-flight meal could have been better.""",,,,,,Positive,Generated,synthetic,0.528
Unknown,General,Anonymous,,4. My experience with Airline A was okay. The leg room was a bit tight but the service was prompt.,,,,,,Positive,Generated,synthetic,0.66
Unknown,General,Anonymous,,6. My flight with Alaska Airlines was satisfactory. The cabin was clean and the crew was polite.,,,,,,Neutral,Generated,synthetic,0.264
Unknown,General,Anonymous,,"7. ""The flight with Airline D was on time. The cabin crew were pleasant, but the in-flight meal was average.""",,,,,,Neutral,Generated,synthetic,0.25799999999999995
Unknown,General,Anonymous,,"17. My experience with Cathay Pacific was as expected. The flight was on time and the seats were comfortable, but the in-flight entertainment was limited.",,,,,,Neutral,Generated,synthetic,0.6
Unknown,General,Anonymous,,"18. ""The Finnair flight was on time and the cabin was clean. The seats could use a bit more padding for comfort.""",,,,,,Neutral,Generated,synthetic,0.48400000000000004
Unknown,General,Anonymous,,"18. ""Airline O provided a standard service. The boarding process was smooth and the flight departed on time.""",,,,,,Neutral,Generated,synthetic,0.192
Unknown,General,Anonymous,,"16. With Airline M, the boarding process was a bit slow but overall the flight was fine and landed on time.",,,,,,Neutral,Generated,synthetic,0.6
Unknown,General,Anonymous,,6. Airline C's check-in process was straightforward. The in-flight meal was average and the entertainment options were limited.,,,,,,Neutral,Generated,synthetic,0.495
Unknown,General,Anonymous,,3. The Southwest Airlines flight attendants were professional and did their job efficiently. The snacks offered were standard.,,,,,,Neutral,Generated,synthetic,0.084
Unknown,General,Anonymous,,"19. I traveled with Aer Lingus. The flight was on time, the crew was helpful, but the food was quite mediocre.",,,,,,Negative,Generated,synthetic,0.312
Unknown,General,Anonymous,,"20. The flight with Aeroflot was quite standard. The seating was a bit tight, but the overall experience was average.",,,,,,Neutral,Generated,synthetic,0.6
Unknown,General,Anonymous,,"5. ""The in-flight entertainment on Airline B was decent, with a variety of films and music options.""",,,,,,Neutral,Generated,synthetic,0.11999999999999998
Unknown,General,Anonymous,,"16. ""The Aeroflot flight was typical. The service was professional and the plane was clean.""",,,,,,Neutral,Generated,synthetic,0.07200000000000001
Unknown,General,Anonymous,,"1. Flight 101 with Delta Airlines was satisfactory. The flight was on time and the attendants were friendly, although the in-flight food could be improved.",,,,,,Neutral,Generated,synthetic,0.31799999999999995
Unknown,General,Anonymous,,11. The Virgin Atlantic flight was satisfactory. The cabin crew was attentive and the flight arrived on time.,,,,,,Neutral,Generated,synthetic,0.288
Unknown,General,Anonymous,,"15. My experience with Singapore Airlines was average. The seats were comfortable, and the staff was attentive.",,,,,,Neutral,Generated,synthetic,0.156
Unknown,General,Anonymous,,"11. ""Qatar Airways provided a typical long-haul service. The food was edible and the staff was professional.""",,,,,,Neutral,Generated,synthetic,0.6
Unknown,General,Anonymous,,"18. ""Airline O provided a typical flight experience. The plane was clean, but the food was just OK.""",,,,,,Neutral,Generated,synthetic,0.168
Unknown,General,Anonymous,,"8. ""Airline E provided a standard service. The flight was slightly delayed, but the boarding process was smooth.""",,,,,,Neutral,Generated,synthetic,0.6
Unknown,General,Anonymous,,"5. ""My flight with United was on time and the flight attendants were polite. The legroom was a bit tight, but typical for economy class.""",,,,,,Negative,Generated,synthetic,0.12428571428571428
Unknown,General,Anonymous,,14. Airline K provided an average service. The food was okay and the staff was professional.,,,,,,Neutral,Generated,synthetic,0.108
Unknown,General,Anonymous,,16. Airline M's flight was on time. The in-flight meals were standard and the cabin crew was professional.,,,,,,Neutral,Generated,synthetic,0.6
